transaction_id,account_id,amount,currency,transaction_type,description,status,created_date,expected_clear
TXN00000045,ACC00000757,-603.4,USD,debit,Payment - Ref#93963,processing,2026-02-02 14:24:49,2026-02-05
TXN00000046,ACC00000395,1125.98,USD,credit,Deposit - Ref#95963,processing,2026-02-04 14:24:49,2026-02-05
TXN00000047,ACC00000508,-3750.47,USD,debit,Payment - Ref#29826,processing,2026-02-02 14:24:49,2026-02-05
TXN00000048,ACC00000576,-4114.43,USD,debit,Payment - Ref#97021,processing,2026-02-02 14:24:49,2026-02-04
TXN00000049,ACC00000655,-1343.62,USD,debit,Payment - Ref#64918,processing,2026-02-03 14:24:49,2026-02-05
TXN00000050,ACC00000183,2769.56,USD,credit,Deposit - Ref#36218,pending,2026-02-04 14:24:49,2026-02-07
TXN00000051,ACC00000528,-1067.23,USD,debit,Payment - Ref#86808,processing,2026-02-02 14:24:49,2026-02-05
TXN00000052,ACC00000591,608.77,USD,credit,Deposit - Ref#51205,pending,2026-02-04 14:24:49,2026-02-07
TXN00000053,ACC00000595,1274.39,USD,credit,Deposit - Ref#94189,pending,2026-02-04 14:24:49,2026-02-07
TXN00000054,ACC00000385,-1951.96,USD,debit,Payment - Ref#79578,processing,2026-02-02 14:24:49,2026-02-04
TXN00000055,ACC00000054,704.53,USD,credit,Deposit - Ref#51413,pending,2026-02-03 14:24:49,2026-02-06
TXN00000056,ACC00000280,-3665.37,USD,debit,Payment - Ref#28100,processing,2026-02-03 14:24:49,2026-02-06
TXN00000057,ACC00000691,2663.28,USD,credit,Deposit - Ref#77365,processing,2026-02-04 14:24:49,2026-02-06
TXN00000058,ACC00000064,-4361.59,USD,debit,Payment - Ref#80945,processing,2026-01-31 14:24:49,2026-02-01
TXN00000059,ACC00000254,2003.23,USD,credit,Deposit - Ref#25582,processing,2026-02-04 14:24:49,2026-02-07
TXN00000060,ACC00000298,-2168.1,USD,debit,Payment - Ref#72324,pending,2026-01-31 14:24:49,2026-02-01
TXN00000061,ACC00000672,-3755.0,USD,debit,Payment - Ref#86757,pending,2026-02-04 14:24:49,2026-02-05
TXN00000062,ACC00000057,1890.92,USD,credit,Deposit - Ref#38119,processing,2026-02-04 14:24:49,2026-02-07
TXN00000063,ACC00000429,3538.84,USD,credit,Deposit - Ref#98784,pending,2026-02-01 14:24:49,2026-02-02
TXN00000064,ACC00000318,-2890.51,USD,debit,Payment - Ref#53625,processing,2026-02-03 14:24:49,2026-02-04
TXN00000065,ACC00000448,-134.2,USD,debit,Payment - Ref#88188,pending,2026-02-03 14:24:49,2026-02-06
TXN00000066,ACC00000461,1149.88,USD,credit,Deposit - Ref#83418,pending,2026-01-31 14:24:49,2026-02-01
TXN00000067,ACC00000326,192.54,USD,credit,Deposit - Ref#57810,processing,2026-01-31 14:24:49,2026-02-03
TXN00000068,ACC00000211,-3997.54,USD,debit,Payment - Ref#10713,pending,2026-02-03 14:24:49,2026-02-05
TXN00000069,ACC00000569,456.79,USD,credit,Deposit - Ref#85745,processing,2026-01-31 14:24:49,2026-02-03
TXN00000070,ACC00000231,624.28,USD,credit,Deposit - Ref#82637,pending,2026-02-03 14:24:49,2026-02-05
TXN00000071,ACC00000693,1763.22,USD,credit,Deposit - Ref#84527,pending,2026-02-02 14:24:49,2026-02-03
TXN00000072,ACC00000153,-615.56,USD,debit,Payment - Ref#83077,processing,2026-02-01 14:24:49,2026-02-02
TXN00000073,ACC00000001,-1715.35,USD,debit,Payment - Ref#41365,processing,2026-02-03 14:24:49,2026-02-05
TXN00000074,ACC00000160,-4052.7,USD,debit,Payment - Ref#97209,pending,2026-02-03 14:24:49,2026-02-04
TXN00000075,ACC00000179,-4549.68,USD,debit,Payment - Ref#14770,pending,2026-02-04 14:24:49,2026-02-07
TXN00000076,ACC00000646,-438.23,USD,debit,Payment - Ref#74500,processing,2026-02-01 14:24:49,2026-02-04
TXN00000077,ACC00000368,-426.31,USD,debit,Payment - Ref#57065,pending,2026-02-03 14:24:49,2026-02-04
TXN00000078,ACC00000322,-1964.64,USD,debit,Payment - Ref#79434,pending,2026-02-03 14:24:49,2026-02-04
TXN00000079,ACC00000612,-3267.64,USD,debit,Payment - Ref#49709,processing,2026-01-31 14:24:49,2026-02-03
TXN00000080,ACC00000094,912.22,USD,credit,Deposit - Ref#38596,processing,2026-01-31 14:24:49,2026-02-02
TXN00000081,ACC00000796,4939.17,USD,credit,Deposit - Ref#24139,processing,2026-02-02 14:24:49,2026-02-03
TXN00000082,ACC00000328,-2700.78,USD,debit,Payment - Ref#13262,processing,2026-01-30 14:24:49,2026-02-02
TXN00000083,ACC00000426,1970.57,USD,credit,Deposit - Ref#24143,processing,2026-01-31 14:24:49,2026-02-03
TXN00000084,ACC00000612,348.44,USD,credit,Deposit - Ref#68452,processing,2026-02-01 14:24:49,2026-02-03
TXN00000085,ACC00000519,1965.43,USD,credit,Deposit - Ref#24157,processing,2026-02-04 14:24:49,2026-02-05
TXN00000086,ACC00000133,1497.69,USD,credit,Deposit - Ref#38974,processing,2026-01-30 14:24:49,2026-02-01
TXN00000087,ACC00000334,-3969.61,USD,debit,Payment - Ref#69699,pending,2026-02-03 14:24:49,2026-02-06
TXN00000088,ACC00000139,-2989.3,USD,debit,Payment - Ref#93583,processing,2026-01-31 14:24:49,2026-02-02
TXN00000089,ACC00000490,3195.57,USD,credit,Deposit - Ref#22837,processing,2026-02-04 14:24:49,2026-02-06
TXN00000090,ACC00000697,-1459.02,USD,debit,Payment - Ref#57068,pending,2026-01-30 14:24:49,2026-01-31
TXN00000091,ACC00000766,3917.88,USD,credit,Deposit - Ref#11176,processing,2026-02-04 14:24:49,2026-02-06
TXN00000092,ACC00000466,4551.84,USD,credit,Deposit - Ref#57765,processing,2026-01-30 14:24:49,2026-01-31
TXN00000093,ACC00000299,-1735.34,USD,debit,Payment - Ref#98434,pending,2026-02-02 14:24:49,2026-02-04
TXN00000094,ACC00000522,-4574.52,USD,debit,Payment - Ref#14216,processing,2026-01-31 14:24:49,2026-02-01
TXN00000095,ACC00000348,-4275.78,USD,debit,Payment - Ref#74164,processing,2026-02-01 14:24:49,2026-02-02
TXN00000096,ACC00000487,-2825.17,USD,debit,Payment - Ref#75062,processing,2026-02-04 14:24:49,2026-02-05
TXN00000097,ACC00000707,2517.92,USD,credit,Deposit - Ref#57811,processing,2026-02-04 14:24:49,2026-02-05
TXN00000098,ACC00000096,1626.45,USD,credit,Deposit - Ref#78815,pending,2026-01-30 14:24:49,2026-02-01
TXN00000099,ACC00000359,-336.1,USD,debit,Payment - Ref#81463,pending,2026-02-03 14:24:49,2026-02-05
TXN00000100,ACC00000212,-3013.79,USD,debit,Payment - Ref#53968,pending,2026-01-31 14:24:49,2026-02-02
TXN00000101,ACC00000561,1635.64,USD,credit,Deposit - Ref#69234,pending,2026-02-01 14:24:49,2026-02-03
TXN00000102,ACC00000107,-2481.33,USD,debit,Payment - Ref#82515,pending,2026-02-04 14:24:49,2026-02-05
TXN00000103,ACC00000309,-1042.34,USD,debit,Payment - Ref#43476,pending,2026-02-01 14:24:49,2026-02-02
TXN00000104,ACC00000136,-4124.65,USD,debit,Payment - Ref#26041,pending,2026-01-31 14:24:49,2026-02-02
TXN00000105,ACC00000253,-4999.55,USD,debit,Payment - Ref#32949,processing,2026-01-31 14:24:49,2026-02-02
TXN00000106,ACC00000172,3289.4,USD,credit,Deposit - Ref#82436,processing,2026-02-01 14:24:49,2026-02-04
TXN00000107,ACC00000120,-2860.75,USD,debit,Payment - Ref#75533,pending,2026-02-03 14:24:49,2026-02-05
TXN00000108,ACC00000012,-1344.31,USD,debit,Payment - Ref#87608,processing,2026-01-30 14:24:49,2026-01-31
TXN00000109,ACC00000732,4968.74,USD,credit,Deposit - Ref#47521,processing,2026-02-02 14:24:49,2026-02-04
TXN00000110,ACC00000121,-1960.94,USD,debit,Payment - Ref#69510,processing,2026-02-02 14:24:49,2026-02-04
TXN00000111,ACC00000232,-1088.41,USD,debit,Payment - Ref#56622,pending,2026-02-02 14:24:49,2026-02-03
TXN00000112,ACC00000755,-2410.39,USD,debit,Payment - Ref#90331,pending,2026-01-31 14:24:49,2026-02-03
TXN00000113,ACC00000313,4614.61,USD,credit,Deposit - Ref#71388,processing,2026-02-01 14:24:49,2026-02-04
TXN00000114,ACC00000038,-3749.23,USD,debit,Payment - Ref#72811,pending,2026-01-30 14:24:49,2026-02-02
TXN00000115,ACC00000686,254.16,USD,credit,Deposit - Ref#15669,processing,2026-02-01 14:24:49,2026-02-02
TXN00000116,ACC00000071,4247.83,USD,credit,Deposit - Ref#76349,pending,2026-01-30 14:24:49,2026-01-31
TXN00000117,ACC00000131,-4452.01,USD,debit,Payment - Ref#54819,processing,2026-02-02 14:24:49,2026-02-05
TXN00000118,ACC00000187,-33.16,USD,debit,Payment - Ref#72114,pending,2026-01-30 14:24:49,2026-02-02
TXN00000119,ACC00000777,-2969.88,USD,debit,Payment - Ref#68229,processing,2026-01-30 14:24:49,2026-01-31
TXN00000120,ACC00000489,139.59,USD,credit,Deposit - Ref#56668,pending,2026-01-30 14:24:49,2026-02-02
TXN00000121,ACC00000437,1739.89,USD,credit,Deposit - Ref#87503,processing,2026-01-31 14:24:49,2026-02-03
TXN00000122,ACC00000709,-1033.87,USD,debit,Payment - Ref#66550,processing,2026-02-02 14:24:49,2026-02-05
TXN00000123,ACC00000319,-1241.61,USD,debit,Payment - Ref#24795,processing,2026-01-31 14:24:49,2026-02-02
TXN00000124,ACC00000630,4488.76,USD,credit,Deposit - Ref#79629,processing,2026-01-30 14:24:49,2026-02-01
TXN00000125,ACC00000289,-602.16,USD,debit,Payment - Ref#53888,pending,2026-01-31 14:24:49,2026-02-03
TXN00000126,ACC00000053,-1878.8,USD,debit,Payment - Ref#53021,processing,2026-02-04 14:24:49,2026-02-07
TXN00000127,ACC00000663,3622.26,USD,credit,Deposit - Ref#12225,processing,2026-02-01 14:24:49,2026-02-04
TXN00000128,ACC00000409,3735.43,USD,credit,Deposit - Ref#35030,pending,2026-02-02 14:24:49,2026-02-05
TXN00000129,ACC00000763,-1136.29,USD,debit,Payment - Ref#11420,pending,2026-02-03 14:24:49,2026-02-05
TXN00000130,ACC00000054,-187.47,USD,debit,Payment - Ref#23773,pending,2026-02-01 14:24:49,2026-02-04
TXN00000131,ACC00000177,4760.95,USD,credit,Deposit - Ref#53654,processing,2026-02-03 14:24:49,2026-02-05
TXN00000132,ACC00000050,-261.56,USD,debit,Payment - Ref#80681,processing,2026-02-02 14:24:49,2026-02-04
TXN00000133,ACC00000339,-3445.62,USD,debit,Payment - Ref#96286,processing,2026-02-02 14:24:49,2026-02-04
TXN00000134,ACC00000362,4235.16,USD,credit,Deposit - Ref#28709,pending,2026-02-01 14:24:49,2026-02-03
TXN00000135,ACC00000612,3939.18,USD,credit,Deposit - Ref#68988,pending,2026-01-30 14:24:49,2026-01-31
TXN00000136,ACC00000009,305.3,USD,credit,Deposit - Ref#72974,pending,2026-02-04 14:24:49,2026-02-06
TXN00000137,ACC00000197,-2271.06,USD,debit,Payment - Ref#65399,processing,2026-01-30 14:24:49,2026-02-02
TXN00000138,ACC00000406,3898.21,USD,credit,Deposit - Ref#23562,processing,2026-02-04 14:24:49,2026-02-06
TXN00000139,ACC00000328,-1250.88,USD,debit,Payment - Ref#63284,pending,2026-01-31 14:24:49,2026-02-02
TXN00000140,ACC00000509,1249.37,USD,credit,Deposit - Ref#18778,pending,2026-02-02 14:24:49,2026-02-04
TXN00000141,ACC00000548,4019.39,USD,credit,Deposit - Ref#99479,pending,2026-02-02 14:24:49,2026-02-03
TXN00000142,ACC00000380,-3029.23,USD,debit,Payment - Ref#71557,pending,2026-01-30 14:24:49,2026-02-02
TXN00000143,ACC00000413,-3490.69,USD,debit,Payment - Ref#90248,processing,2026-01-30 14:24:49,2026-01-31
TXN00000144,ACC00000295,-3086.3,USD,debit,Payment - Ref#74399,processing,2026-02-04 14:24:49,2026-02-07
TXN00000145,ACC00000239,2194.41,USD,credit,Deposit - Ref#96967,pending,2026-02-02 14:24:49,2026-02-03
TXN00000146,ACC00000079,2492.29,USD,credit,Deposit - Ref#49387,processing,2026-02-02 14:24:49,2026-02-04
TXN00000147,ACC00000236,4673.73,USD,credit,Deposit - Ref#96641,processing,2026-02-04 14:24:49,2026-02-06
TXN00000148,ACC00000735,-1443.83,USD,debit,Payment - Ref#16502,pending,2026-02-04 14:24:49,2026-02-06
TXN00000149,ACC00000210,-2741.38,USD,debit,Payment - Ref#98915,processing,2026-02-04 14:24:49,2026-02-07
TXN00000150,ACC00000765,-2794.95,USD,debit,Payment - Ref#79249,processing,2026-01-31 14:24:49,2026-02-02
