transaction_id,account_id,amount,currency,transaction_type,description,status,created_date,expected_clear
TXN00000256,ACC00000433,-449.88,USD,debit,Online Purchase,processing,2026-02-02 15:42:17,2026-02-04
TXN00000257,ACC00000641,6614.44,USD,credit,Direct Deposit - Payroll,processing,2026-02-01 15:42:17,2026-02-02
TXN00000258,ACC00000763,-2800.49,USD,debit,Bill Pay - Utilities,processing,2026-02-01 15:42:17,2026-02-02
TXN00000259,ACC00000807,7716.72,USD,credit,ACH Credit - Refund,processing,2026-02-02 15:42:17,2026-02-03
TXN00000260,ACC00000374,1633.13,USD,credit,Direct Deposit - Payroll,pending,2026-01-30 15:42:17,2026-01-31
TXN00000261,ACC00001016,2504.6,USD,credit,Wire Transfer In,pending,2026-02-01 15:42:17,2026-02-02
TXN00000262,ACC00000400,388.91,USD,credit,Wire Transfer In,pending,2026-02-03 15:42:17,2026-02-05
TXN00000263,ACC00000469,-2673.01,USD,debit,Mortgage Payment,processing,2026-01-31 15:42:17,2026-02-02
TXN00000264,ACC00000104,7515.34,USD,credit,Deposit - Ref#75350,pending,2026-01-30 15:42:17,2026-01-31
TXN00000265,ACC00000202,510.37,USD,credit,Direct Deposit - Payroll,processing,2026-01-31 15:42:17,2026-02-03
TXN00000266,ACC00000709,3592.08,USD,credit,Transfer In - Savings,processing,2026-01-30 15:42:17,2026-02-02
TXN00000267,ACC00001141,-6287.63,USD,debit,ACH Debit - Insurance,pending,2026-02-01 15:42:17,2026-02-02
TXN00000268,ACC00000324,4508.22,USD,credit,Direct Deposit - Payroll,processing,2026-02-01 15:42:17,2026-02-04
TXN00000269,ACC00000598,3164.06,USD,credit,ACH Credit - Refund,pending,2026-02-03 15:42:17,2026-02-06
TXN00000270,ACC00000667,-2349.9,USD,debit,ACH Debit - Insurance,pending,2026-02-02 15:42:17,2026-02-04
TXN00000271,ACC00000356,5719.37,USD,credit,Mobile Deposit,pending,2026-01-30 15:42:17,2026-01-31
TXN00000272,ACC00000194,-5252.28,USD,debit,Mortgage Payment,processing,2026-02-04 15:42:17,2026-02-06
TXN00000273,ACC00000143,7140.21,USD,credit,Cashback Reward,pending,2026-01-30 15:42:17,2026-02-02
TXN00000274,ACC00000288,1301.92,USD,credit,Cashback Reward,processing,2026-02-03 15:42:17,2026-02-04
TXN00000275,ACC00000439,1405.01,USD,credit,Interest Payment,processing,2026-01-30 15:42:17,2026-01-31
TXN00000276,ACC00000728,1476.38,USD,credit,ACH Credit - Refund,processing,2026-02-04 15:42:17,2026-02-07
TXN00000277,ACC00000974,2088.47,USD,credit,Mobile Deposit,pending,2026-01-31 15:42:17,2026-02-01
TXN00000278,ACC00000328,-2674.94,USD,debit,ACH Debit - Insurance,pending,2026-02-04 15:42:17,2026-02-07
TXN00000279,ACC00000799,5011.71,USD,credit,Interest Payment,pending,2026-01-30 15:42:17,2026-02-02
TXN00000280,ACC00000792,-3792.4,USD,debit,Rent Payment,pending,2026-02-02 15:42:17,2026-02-03
TXN00000281,ACC00000095,-104.18,USD,debit,Mortgage Payment,pending,2026-01-31 15:42:17,2026-02-01
TXN00000282,ACC00000400,2133.28,USD,credit,Mobile Deposit,pending,2026-02-01 15:42:17,2026-02-04
TXN00000283,ACC00000724,2786.42,USD,credit,Mobile Deposit,processing,2026-01-30 15:42:17,2026-02-02
TXN00000284,ACC00000473,3935.25,USD,credit,Interest Payment,processing,2026-02-04 15:42:17,2026-02-06
TXN00000285,ACC00000514,-110.42,USD,debit,Rent Payment,pending,2026-02-03 15:42:17,2026-02-06
TXN00000286,ACC00000752,-7463.89,USD,debit,Payment - Ref#77998,pending,2026-02-04 15:42:17,2026-02-07
TXN00000287,ACC00000217,-7920.74,USD,debit,Rent Payment,processing,2026-02-03 15:42:17,2026-02-05
TXN00000288,ACC00000671,6773.64,USD,credit,Direct Deposit - Payroll,processing,2026-02-02 15:42:17,2026-02-04
TXN00000289,ACC00000405,3035.27,USD,credit,Mobile Deposit,processing,2026-02-04 15:42:17,2026-02-06
TXN00000290,ACC00000381,-4474.27,USD,debit,Bill Pay - Utilities,pending,2026-01-31 15:42:17,2026-02-02
TXN00000291,ACC00000076,-1500.65,USD,debit,Wire Transfer Out,processing,2026-02-03 15:42:17,2026-02-05
TXN00000292,ACC00000419,7924.7,USD,credit,Wire Transfer In,pending,2026-02-04 15:42:17,2026-02-05
TXN00000293,ACC00000732,-5590.2,USD,debit,Subscription Payment,pending,2026-01-31 15:42:17,2026-02-01
TXN00000294,ACC00000176,-4477.04,USD,debit,Wire Transfer Out,processing,2026-02-02 15:42:17,2026-02-03
TXN00000295,ACC00001146,-6755.28,USD,debit,Mortgage Payment,processing,2026-02-03 15:42:17,2026-02-06
TXN00000296,ACC00000935,-5030.65,USD,debit,Payment - Ref#98912,pending,2026-02-03 15:42:17,2026-02-04
TXN00000297,ACC00000414,2367.97,USD,credit,Transfer In - Savings,processing,2026-02-04 15:42:17,2026-02-07
TXN00000298,ACC00000469,-2347.95,USD,debit,Wire Transfer Out,pending,2026-01-31 15:42:17,2026-02-03
TXN00000299,ACC00000311,-5258.76,USD,debit,Subscription Payment,processing,2026-02-01 15:42:17,2026-02-02
TXN00000300,ACC00000188,4564.32,USD,credit,Deposit - Ref#54256,processing,2026-01-31 15:42:17,2026-02-03
TXN00000301,ACC00000397,3988.28,USD,credit,Transfer In - Savings,processing,2026-01-31 15:42:17,2026-02-02
TXN00000302,ACC00001146,-3228.93,USD,debit,Transfer Out - Checking,processing,2026-01-30 15:42:17,2026-02-02
TXN00000303,ACC00000247,-3585.94,USD,debit,Subscription Payment,pending,2026-02-02 15:42:17,2026-02-04
TXN00000304,ACC00000643,-7960.94,USD,debit,Wire Transfer Out,processing,2026-01-30 15:42:17,2026-02-02
TXN00000305,ACC00000093,1750.28,USD,credit,Transfer In - Savings,processing,2026-01-31 15:42:17,2026-02-03
TXN00000306,ACC00000427,-3764.6,USD,debit,Payment - Ref#93674,processing,2026-01-30 15:42:17,2026-02-01
TXN00000307,ACC00001113,2084.79,USD,credit,Wire Transfer In,processing,2026-02-01 15:42:17,2026-02-02
TXN00000308,ACC00000430,2705.74,USD,credit,Deposit - Ref#27051,pending,2026-02-02 15:42:17,2026-02-03
TXN00000309,ACC00001060,6948.16,USD,credit,Mobile Deposit,processing,2026-02-01 15:42:17,2026-02-02
TXN00000310,ACC00000263,7773.82,USD,credit,Mobile Deposit,processing,2026-02-04 15:42:17,2026-02-06
TXN00000311,ACC00000033,5565.29,USD,credit,Cashback Reward,pending,2026-01-31 15:42:17,2026-02-02
TXN00000312,ACC00000428,-1496.83,USD,debit,Transfer Out - Checking,pending,2026-02-04 15:42:17,2026-02-06
TXN00000313,ACC00000479,-5663.17,USD,debit,Transfer Out - Checking,pending,2026-02-04 15:42:17,2026-02-06
TXN00000314,ACC00000785,-6656.18,USD,debit,Bill Pay - Utilities,processing,2026-02-01 15:42:17,2026-02-04
TXN00000315,ACC00000979,-6611.96,USD,debit,Rent Payment,pending,2026-01-30 15:42:17,2026-02-01
TXN00000316,ACC00000353,7674.27,USD,credit,Deposit - Ref#94228,processing,2026-02-03 15:42:17,2026-02-05
TXN00000317,ACC00000072,3853.77,USD,credit,Transfer In - Savings,processing,2026-01-31 15:42:17,2026-02-01
TXN00000318,ACC00000706,-89.57,USD,debit,Online Purchase,pending,2026-02-01 15:42:17,2026-02-04
TXN00000319,ACC00000606,6450.94,USD,credit,Mobile Deposit,processing,2026-02-04 15:42:17,2026-02-05
TXN00000320,ACC00000384,-5998.7,USD,debit,Transfer Out - Checking,pending,2026-02-03 15:42:17,2026-02-06
TXN00000321,ACC00000160,381.82,USD,credit,Direct Deposit - Payroll,pending,2026-02-02 15:42:17,2026-02-04
TXN00000322,ACC00000778,4879.33,USD,credit,Deposit - Ref#76197,pending,2026-02-04 15:42:17,2026-02-05
TXN00000323,ACC00000638,-939.38,USD,debit,ACH Debit - Insurance,pending,2026-02-02 15:42:17,2026-02-04
TXN00000324,ACC00000483,-3563.6,USD,debit,Payment - Ref#46975,pending,2026-02-02 15:42:17,2026-02-05
TXN00000325,ACC00000299,2605.91,USD,credit,Transfer In - Savings,pending,2026-02-03 15:42:17,2026-02-06
TXN00000326,ACC00000693,-5363.27,USD,debit,ACH Debit - Insurance,processing,2026-02-03 15:42:17,2026-02-04
TXN00000327,ACC00000617,1171.33,USD,credit,ACH Credit - Refund,processing,2026-02-03 15:42:17,2026-02-06
TXN00000328,ACC00000478,-1528.22,USD,debit,Bill Pay - Utilities,processing,2026-02-04 15:42:17,2026-02-05
TXN00000329,ACC00000372,5658.26,USD,credit,Deposit - Ref#59191,processing,2026-02-02 15:42:17,2026-02-03
TXN00000330,ACC00000445,1647.73,USD,credit,Deposit - Ref#22499,pending,2026-02-02 15:42:17,2026-02-05
TXN00000331,ACC00000699,-7077.9,USD,debit,ACH Debit - Insurance,pending,2026-01-31 15:42:17,2026-02-03
TXN00000332,ACC00000998,4520.98,USD,credit,Cashback Reward,processing,2026-01-30 15:42:17,2026-02-01
TXN00000333,ACC00000477,-1637.8,USD,debit,Rent Payment,pending,2026-02-04 15:42:17,2026-02-07
TXN00000334,ACC00000083,2688.9,USD,credit,Deposit - Ref#74640,processing,2026-01-31 15:42:17,2026-02-02
TXN00000335,ACC00000693,2420.25,USD,credit,Interest Payment,pending,2026-01-30 15:42:17,2026-02-02
TXN00000336,ACC00001083,-4871.01,USD,debit,Transfer Out - Checking,pending,2026-02-03 15:42:17,2026-02-04
TXN00000337,ACC00000648,4366.49,USD,credit,Wire Transfer In,processing,2026-01-31 15:42:17,2026-02-03
TXN00000338,ACC00000726,6261.98,USD,credit,Cashback Reward,processing,2026-02-01 15:42:17,2026-02-04
TXN00000339,ACC00000668,-141.4,USD,debit,ACH Debit - Insurance,processing,2026-02-03 15:42:17,2026-02-05
TXN00000340,ACC00000237,6034.93,USD,credit,Deposit - Ref#12747,processing,2026-02-03 15:42:17,2026-02-05
TXN00000341,ACC00000285,4047.64,USD,credit,Direct Deposit - Payroll,processing,2026-02-04 15:42:17,2026-02-07
TXN00000342,ACC00000387,-241.03,USD,debit,Wire Transfer Out,pending,2026-02-01 15:42:17,2026-02-04
TXN00000343,ACC00000306,-4701.32,USD,debit,Mortgage Payment,processing,2026-01-30 15:42:17,2026-02-02
TXN00000344,ACC00000321,-4611.94,USD,debit,Online Purchase,processing,2026-02-02 15:42:17,2026-02-05
TXN00000345,ACC00000236,4053.29,USD,credit,Wire Transfer In,processing,2026-02-04 15:42:17,2026-02-05
TXN00000346,ACC00000032,1820.69,USD,credit,Interest Payment,pending,2026-02-02 15:42:17,2026-02-04
TXN00000347,ACC00000783,-4116.42,USD,debit,Payment - Ref#58671,processing,2026-02-04 15:42:17,2026-02-07
TXN00000348,ACC00000746,-3966.14,USD,debit,Wire Transfer Out,processing,2026-02-04 15:42:17,2026-02-05
TXN00000349,ACC00000132,-2591.26,USD,debit,Payment - Ref#15939,processing,2026-02-03 15:42:17,2026-02-04
TXN00000350,ACC00000017,-4609.52,USD,debit,Bill Pay - Utilities,processing,2026-02-01 15:42:17,2026-02-02
