transaction_id,account_id,amount,currency,transaction_type,description,status,created_date,expected_clear
TXN00000373,ACC00000930,-2304.43,USD,debit,Mortgage Payment,pending,2026-02-03 15:44:15,2026-02-04
TXN00000374,ACC00000195,5126.57,USD,credit,Cashback Reward,pending,2026-02-02 15:44:15,2026-02-04
TXN00000375,ACC00000131,5289.95,USD,credit,Cashback Reward,processing,2026-02-02 15:44:15,2026-02-04
TXN00000376,ACC00000424,-7232.89,USD,debit,Online Purchase,processing,2026-02-02 15:44:15,2026-02-03
TXN00000377,ACC00000909,-493.41,USD,debit,Bill Pay - Utilities,processing,2026-02-02 15:44:15,2026-02-05
TXN00000378,ACC00001098,6658.39,USD,credit,Deposit - Ref#53816,pending,2026-02-04 15:44:15,2026-02-06
TXN00000379,ACC00001401,6461.19,USD,credit,Interest Payment,pending,2026-02-03 15:44:15,2026-02-06
TXN00000380,ACC00001131,-7521.72,USD,debit,ACH Debit - Insurance,processing,2026-02-04 15:44:15,2026-02-06
TXN00000381,ACC00000483,-6686.48,USD,debit,Bill Pay - Utilities,pending,2026-02-01 15:44:15,2026-02-02
TXN00000382,ACC00000505,1633.2,USD,credit,ACH Credit - Refund,pending,2026-02-03 15:44:15,2026-02-06
TXN00000383,ACC00000509,-3419.52,USD,debit,ACH Debit - Insurance,pending,2026-02-03 15:44:15,2026-02-05
TXN00000384,ACC00000228,-4746.34,USD,debit,Wire Transfer Out,processing,2026-01-30 15:44:15,2026-01-31
TXN00000385,ACC00000535,-2291.59,USD,debit,Bill Pay - Utilities,pending,2026-01-31 15:44:15,2026-02-01
TXN00000386,ACC00000101,-2050.86,USD,debit,Wire Transfer Out,processing,2026-02-04 15:44:15,2026-02-07
TXN00000387,ACC00001301,1950.07,USD,credit,Cashback Reward,processing,2026-02-03 15:44:15,2026-02-06
TXN00000388,ACC00000069,4256.01,USD,credit,Interest Payment,processing,2026-02-01 15:44:15,2026-02-02
TXN00000389,ACC00000321,-2823.07,USD,debit,Transfer Out - Checking,processing,2026-02-04 15:44:15,2026-02-06
TXN00000390,ACC00000979,-3970.35,USD,debit,Bill Pay - Utilities,pending,2026-01-31 15:44:15,2026-02-03
TXN00000391,ACC00000711,-1771.69,USD,debit,Transfer Out - Checking,pending,2026-01-31 15:44:15,2026-02-01
TXN00000392,ACC00000738,1050.66,USD,credit,Transfer In - Savings,processing,2026-02-01 15:44:15,2026-02-03
TXN00000393,ACC00000168,3620.86,USD,credit,Mobile Deposit,processing,2026-02-03 15:44:15,2026-02-04
TXN00000394,ACC00000578,2519.23,USD,credit,ACH Credit - Refund,processing,2026-02-04 15:44:15,2026-02-05
TXN00000395,ACC00000601,-829.54,USD,debit,Transfer Out - Checking,processing,2026-02-01 15:44:15,2026-02-04
TXN00000396,ACC00001414,4001.05,USD,credit,Direct Deposit - Payroll,processing,2026-02-01 15:44:15,2026-02-02
TXN00000397,ACC00001022,4016.65,USD,credit,Wire Transfer In,pending,2026-02-01 15:44:15,2026-02-02
TXN00000398,ACC00000192,-3698.16,USD,debit,Bill Pay - Utilities,pending,2026-02-03 15:44:15,2026-02-04
TXN00000399,ACC00000547,-1365.76,USD,debit,Rent Payment,processing,2026-02-03 15:44:15,2026-02-04
TXN00000400,ACC00000652,858.53,USD,credit,Mobile Deposit,processing,2026-02-01 15:44:15,2026-02-02
TXN00000401,ACC00000502,-3637.4,USD,debit,Bill Pay - Utilities,pending,2026-02-04 15:44:15,2026-02-06
TXN00000402,ACC00001082,2572.18,USD,credit,Deposit - Ref#67880,pending,2026-01-30 15:44:15,2026-02-01
TXN00000403,ACC00000174,-478.86,USD,debit,Payment - Ref#18503,pending,2026-02-03 15:44:15,2026-02-05
TXN00000404,ACC00000563,5474.11,USD,credit,Transfer In - Savings,pending,2026-02-04 15:44:15,2026-02-05
TXN00000405,ACC00000022,4594.29,USD,credit,Transfer In - Savings,processing,2026-02-01 15:44:15,2026-02-04
TXN00000406,ACC00000363,1905.46,USD,credit,Cashback Reward,processing,2026-02-03 15:44:15,2026-02-04
TXN00000407,ACC00000752,-6794.46,USD,debit,Transfer Out - Checking,processing,2026-02-01 15:44:15,2026-02-04
TXN00000408,ACC00001064,2568.54,USD,credit,Transfer In - Savings,pending,2026-02-01 15:44:15,2026-02-02
TXN00000409,ACC00000701,-5503.68,USD,debit,Online Purchase,pending,2026-02-03 15:44:15,2026-02-05
TXN00000410,ACC00000469,-5841.59,USD,debit,Wire Transfer Out,processing,2026-02-03 15:44:15,2026-02-06
TXN00000411,ACC00000368,-2611.07,USD,debit,Mortgage Payment,pending,2026-01-31 15:44:15,2026-02-02
TXN00000412,ACC00000095,1943.88,USD,credit,Wire Transfer In,pending,2026-01-30 15:44:15,2026-01-31
TXN00000413,ACC00000679,1115.46,USD,credit,Interest Payment,pending,2026-02-03 15:44:15,2026-02-06
TXN00000414,ACC00000646,5923.41,USD,credit,Cashback Reward,processing,2026-02-02 15:44:15,2026-02-03
TXN00000415,ACC00000355,-4737.73,USD,debit,ACH Debit - Insurance,processing,2026-01-31 15:44:15,2026-02-02
TXN00000416,ACC00000050,-1868.11,USD,debit,Bill Pay - Utilities,pending,2026-02-04 15:44:15,2026-02-07
TXN00000417,ACC00000775,-232.63,USD,debit,Online Purchase,pending,2026-01-31 15:44:15,2026-02-02
TXN00000418,ACC00000942,5175.71,USD,credit,Interest Payment,pending,2026-01-31 15:44:15,2026-02-03
TXN00000419,ACC00000023,-494.56,USD,debit,Transfer Out - Checking,processing,2026-01-31 15:44:15,2026-02-01
TXN00000420,ACC00000569,4703.27,USD,credit,Mobile Deposit,processing,2026-02-02 15:44:15,2026-02-04
TXN00000421,ACC00001061,1813.71,USD,credit,Transfer In - Savings,pending,2026-01-30 15:44:15,2026-02-02
TXN00000422,ACC00000891,-1566.25,USD,debit,Transfer Out - Checking,pending,2026-01-31 15:44:15,2026-02-01
TXN00000423,ACC00001253,5124.77,USD,credit,Mobile Deposit,pending,2026-02-04 15:44:15,2026-02-05
TXN00000424,ACC00000545,-6817.82,USD,debit,Payment - Ref#86208,processing,2026-01-31 15:44:15,2026-02-01
TXN00000425,ACC00000477,-5541.55,USD,debit,Bill Pay - Utilities,processing,2026-02-03 15:44:15,2026-02-06
TXN00000426,ACC00000199,-3207.94,USD,debit,Mortgage Payment,processing,2026-01-31 15:44:15,2026-02-02
TXN00000427,ACC00000131,6828.05,USD,credit,Interest Payment,processing,2026-02-01 15:44:15,2026-02-02
TXN00000428,ACC00000697,7344.84,USD,credit,Transfer In - Savings,pending,2026-01-31 15:44:15,2026-02-02
TXN00000429,ACC00000381,-105.06,USD,debit,Mortgage Payment,pending,2026-02-01 15:44:15,2026-02-02
TXN00000430,ACC00000822,2731.75,USD,credit,Mobile Deposit,pending,2026-02-02 15:44:15,2026-02-04
TXN00000431,ACC00000579,2030.74,USD,credit,Cashback Reward,processing,2026-02-03 15:44:15,2026-02-06
TXN00000432,ACC00000213,-5651.04,USD,debit,Subscription Payment,pending,2026-01-30 15:44:15,2026-02-01
TXN00000433,ACC00000001,-2296.23,USD,debit,Rent Payment,processing,2026-02-01 15:44:15,2026-02-02
TXN00000434,ACC00000777,-2747.76,USD,debit,Subscription Payment,pending,2026-02-02 15:44:15,2026-02-05
TXN00000435,ACC00001308,631.9,USD,credit,Direct Deposit - Payroll,pending,2026-01-31 15:44:15,2026-02-03
TXN00000436,ACC00001073,1715.22,USD,credit,Wire Transfer In,pending,2026-01-31 15:44:15,2026-02-02
TXN00000437,ACC00000775,-2812.79,USD,debit,ACH Debit - Insurance,pending,2026-01-31 15:44:15,2026-02-03
TXN00000438,ACC00000372,5327.55,USD,credit,Deposit - Ref#51565,pending,2026-01-30 15:44:15,2026-02-02
TXN00000439,ACC00000776,-7280.0,USD,debit,Payment - Ref#59929,pending,2026-01-31 15:44:15,2026-02-01
TXN00000440,ACC00000359,-3784.56,USD,debit,Payment - Ref#58264,processing,2026-02-02 15:44:15,2026-02-05
TXN00000441,ACC00000721,-584.26,USD,debit,Online Purchase,processing,2026-02-02 15:44:15,2026-02-05
TXN00000442,ACC00000465,1366.25,USD,credit,ACH Credit - Refund,processing,2026-02-03 15:44:15,2026-02-04
TXN00000443,ACC00000054,4487.72,USD,credit,Direct Deposit - Payroll,pending,2026-02-02 15:44:15,2026-02-04
TXN00000444,ACC00000119,-6878.16,USD,debit,Online Purchase,processing,2026-01-30 15:44:15,2026-02-01
TXN00000445,ACC00001119,-7690.87,USD,debit,Bill Pay - Utilities,pending,2026-01-31 15:44:15,2026-02-01
TXN00000446,ACC00000573,-2246.86,USD,debit,Rent Payment,pending,2026-02-03 15:44:15,2026-02-04
TXN00000447,ACC00000771,4326.41,USD,credit,Mobile Deposit,pending,2026-01-31 15:44:15,2026-02-03
TXN00000448,ACC00000376,-4469.4,USD,debit,ACH Debit - Insurance,pending,2026-02-04 15:44:15,2026-02-05
TXN00000449,ACC00001493,-4514.44,USD,debit,Mortgage Payment,processing,2026-01-30 15:44:15,2026-02-02
TXN00000450,ACC00000646,5540.52,USD,credit,ACH Credit - Refund,processing,2026-02-01 15:44:15,2026-02-03
TXN00000451,ACC00000202,7870.93,USD,credit,ACH Credit - Refund,pending,2026-01-31 15:44:15,2026-02-01
TXN00000452,ACC00000727,7221.3,USD,credit,Direct Deposit - Payroll,processing,2026-02-03 15:44:15,2026-02-05
TXN00000453,ACC00001307,-240.8,USD,debit,Payment - Ref#83343,processing,2026-02-01 15:44:15,2026-02-04
TXN00000454,ACC00000002,-5321.92,USD,debit,Wire Transfer Out,pending,2026-02-02 15:44:15,2026-02-03
TXN00000455,ACC00000287,-7662.04,USD,debit,Online Purchase,pending,2026-02-01 15:44:15,2026-02-02
TXN00000456,ACC00001277,2597.04,USD,credit,ACH Credit - Refund,processing,2026-02-02 15:44:15,2026-02-04
TXN00000457,ACC00000959,-2034.55,USD,debit,Mortgage Payment,pending,2026-02-02 15:44:15,2026-02-05
TXN00000458,ACC00000117,-5580.18,USD,debit,Subscription Payment,processing,2026-01-31 15:44:15,2026-02-02
TXN00000459,ACC00000746,-1000.22,USD,debit,Payment - Ref#74295,pending,2026-02-03 15:44:15,2026-02-06
TXN00000460,ACC00000602,3420.14,USD,credit,Transfer In - Savings,pending,2026-02-03 15:44:15,2026-02-06
TXN00000461,ACC00000286,7639.86,USD,credit,Cashback Reward,processing,2026-02-04 15:44:15,2026-02-07
TXN00000462,ACC00000112,-4334.71,USD,debit,Wire Transfer Out,pending,2026-02-01 15:44:15,2026-02-03
TXN00000463,ACC00001238,-4320.12,USD,debit,ACH Debit - Insurance,pending,2026-01-30 15:44:15,2026-01-31
TXN00000464,ACC00000721,-4805.82,USD,debit,Payment - Ref#29815,pending,2026-02-02 15:44:15,2026-02-05
TXN00000465,ACC00001441,2214.33,USD,credit,Wire Transfer In,pending,2026-02-03 15:44:15,2026-02-05
TXN00000466,ACC00000570,-3456.6,USD,debit,Transfer Out - Checking,pending,2026-02-04 15:44:15,2026-02-06
TXN00000467,ACC00000253,-6049.17,USD,debit,Mortgage Payment,processing,2026-02-03 15:44:15,2026-02-06
TXN00000468,ACC00000817,5774.21,USD,credit,Interest Payment,processing,2026-01-31 15:44:15,2026-02-01
TXN00000469,ACC00001399,6050.66,USD,credit,Interest Payment,processing,2026-02-03 15:44:15,2026-02-06
TXN00000470,ACC00000389,-2717.48,USD,debit,Subscription Payment,processing,2026-01-31 15:44:15,2026-02-02
TXN00000471,ACC00000799,-1348.58,USD,debit,Payment - Ref#16682,pending,2026-02-03 15:44:15,2026-02-06
TXN00000472,ACC00000512,-3881.37,USD,debit,Mortgage Payment,pending,2026-02-01 15:44:15,2026-02-02
TXN00000473,ACC00000542,2322.18,USD,credit,Deposit - Ref#72978,pending,2026-02-01 15:44:15,2026-02-03
TXN00000474,ACC00000119,5654.52,USD,credit,ACH Credit - Refund,processing,2026-02-04 15:44:15,2026-02-07
TXN00000475,ACC00001359,-1239.5,USD,debit,Transfer Out - Checking,processing,2026-01-30 15:44:15,2026-02-02
TXN00000476,ACC00000503,3892.69,USD,credit,ACH Credit - Refund,processing,2026-02-01 15:44:15,2026-02-03
TXN00000477,ACC00001365,-7993.77,USD,debit,Bill Pay - Utilities,pending,2026-02-02 15:44:15,2026-02-05
TXN00000478,ACC00001112,1952.41,USD,credit,Direct Deposit - Payroll,processing,2026-02-02 15:44:15,2026-02-05
TXN00000479,ACC00000536,-5563.07,USD,debit,Wire Transfer Out,pending,2026-01-30 15:44:15,2026-01-31
TXN00000480,ACC00000718,5663.92,USD,credit,Transfer In - Savings,processing,2026-02-03 15:44:15,2026-02-06
TXN00000481,ACC00001290,-864.89,USD,debit,Rent Payment,processing,2026-02-03 15:44:15,2026-02-04
TXN00000482,ACC00000740,7315.57,USD,credit,Wire Transfer In,pending,2026-02-04 15:44:15,2026-02-07
TXN00000483,ACC00000676,2164.07,USD,credit,Mobile Deposit,pending,2026-01-31 15:44:15,2026-02-02
TXN00000484,ACC00000499,-367.69,USD,debit,Online Purchase,processing,2026-01-30 15:44:15,2026-02-01
TXN00000485,ACC00000323,-1370.41,USD,debit,Bill Pay - Utilities,pending,2026-02-04 15:44:15,2026-02-07
TXN00000486,ACC00000564,2254.06,USD,credit,Wire Transfer In,pending,2026-02-01 15:44:15,2026-02-03
TXN00000487,ACC00000025,3037.85,USD,credit,Wire Transfer In,processing,2026-01-31 15:44:15,2026-02-01
TXN00000488,ACC00001252,-2270.19,USD,debit,Subscription Payment,processing,2026-01-30 15:44:15,2026-02-01
TXN00000489,ACC00001022,5132.07,USD,credit,ACH Credit - Refund,processing,2026-01-31 15:44:15,2026-02-02
TXN00000490,ACC00000507,-2054.7,USD,debit,Payment - Ref#30528,processing,2026-01-31 15:44:15,2026-02-01
TXN00000491,ACC00001389,1669.42,USD,credit,Mobile Deposit,processing,2026-02-04 15:44:15,2026-02-05
TXN00000492,ACC00000188,-4568.83,USD,debit,Online Purchase,processing,2026-01-31 15:44:15,2026-02-02
TXN00000493,ACC00000661,7921.82,USD,credit,Interest Payment,pending,2026-02-02 15:44:15,2026-02-03
TXN00000494,ACC00000701,-5029.75,USD,debit,Bill Pay - Utilities,processing,2026-01-30 15:44:15,2026-01-31
TXN00000495,ACC00000457,-6433.3,USD,debit,Mortgage Payment,pending,2026-02-04 15:44:15,2026-02-07
TXN00000496,ACC00001352,4978.04,USD,credit,Transfer In - Savings,processing,2026-02-01 15:44:15,2026-02-02
TXN00000497,ACC00000618,-1754.42,USD,debit,ACH Debit - Insurance,pending,2026-01-30 15:44:15,2026-02-02
TXN00000498,ACC00001315,-5759.55,USD,debit,Wire Transfer Out,pending,2026-02-01 15:44:15,2026-02-03
TXN00000499,ACC00001347,2794.88,USD,credit,Direct Deposit - Payroll,processing,2026-02-01 15:44:15,2026-02-03
TXN00000500,ACC00000396,5027.42,USD,credit,Cashback Reward,pending,2026-02-03 15:44:15,2026-02-05
TXN00000501,ACC00000711,7666.6,USD,credit,Direct Deposit - Payroll,pending,2026-02-01 15:44:15,2026-02-03
TXN00000502,ACC00001434,-346.65,USD,debit,Bill Pay - Utilities,pending,2026-02-04 15:44:15,2026-02-05
TXN00000503,ACC00000051,-7214.56,USD,debit,Rent Payment,pending,2026-01-30 15:44:15,2026-01-31
TXN00000504,ACC00000769,-6173.76,USD,debit,Subscription Payment,processing,2026-01-31 15:44:15,2026-02-02
TXN00000505,ACC00000541,-2871.91,USD,debit,Payment - Ref#33033,processing,2026-01-31 15:44:15,2026-02-03
TXN00000506,ACC00000057,-7493.52,USD,debit,Online Purchase,processing,2026-02-01 15:44:15,2026-02-02
TXN00000507,ACC00001475,-5896.21,USD,debit,Wire Transfer Out,processing,2026-01-30 15:44:15,2026-01-31
TXN00000508,ACC00000494,-4514.82,USD,debit,Subscription Payment,processing,2026-01-31 15:44:15,2026-02-02
TXN00000509,ACC00000674,-4383.52,USD,debit,Transfer Out - Checking,processing,2026-02-02 15:44:15,2026-02-03
TXN00000510,ACC00000578,3713.34,USD,credit,Transfer In - Savings,processing,2026-02-03 15:44:15,2026-02-06
TXN00000511,ACC00000875,578.14,USD,credit,Cashback Reward,processing,2026-01-31 15:44:15,2026-02-02
TXN00000512,ACC00000248,5658.81,USD,credit,Transfer In - Savings,pending,2026-02-01 15:44:15,2026-02-04
TXN00000513,ACC00001221,107.21,USD,credit,ACH Credit - Refund,processing,2026-02-02 15:44:15,2026-02-04
TXN00000514,ACC00000953,-3932.3,USD,debit,Mortgage Payment,pending,2026-01-31 15:44:15,2026-02-02
TXN00000515,ACC00001498,1185.28,USD,credit,Deposit - Ref#15455,processing,2026-01-30 15:44:15,2026-02-02
TXN00000516,ACC00000087,-7158.58,USD,debit,Bill Pay - Utilities,pending,2026-02-02 15:44:15,2026-02-04
TXN00000517,ACC00000371,6790.22,USD,credit,Mobile Deposit,pending,2026-01-30 15:44:15,2026-02-01
TXN00000518,ACC00000716,-609.22,USD,debit,Transfer Out - Checking,processing,2026-02-02 15:44:15,2026-02-05
TXN00000519,ACC00001129,-5301.52,USD,debit,Wire Transfer Out,processing,2026-01-31 15:44:15,2026-02-01
TXN00000520,ACC00000009,7712.73,USD,credit,ACH Credit - Refund,processing,2026-02-01 15:44:15,2026-02-03
TXN00000521,ACC00000560,7284.26,USD,credit,ACH Credit - Refund,pending,2026-01-30 15:44:15,2026-02-02
TXN00000522,ACC00000816,-3591.1,USD,debit,Payment - Ref#21415,processing,2026-01-30 15:44:15,2026-01-31
TXN00000523,ACC00000358,-2332.03,USD,debit,Transfer Out - Checking,processing,2026-01-30 15:44:15,2026-02-01
TXN00000524,ACC00000141,-5050.49,USD,debit,Online Purchase,processing,2026-02-04 15:44:15,2026-02-06
TXN00000525,ACC00000130,1560.21,USD,credit,ACH Credit - Refund,pending,2026-02-01 15:44:15,2026-02-04
TXN00000526,ACC00001184,4426.7,USD,credit,Cashback Reward,processing,2026-02-02 15:44:15,2026-02-03
TXN00000527,ACC00000343,967.18,USD,credit,Direct Deposit - Payroll,pending,2026-01-30 15:44:15,2026-01-31
TXN00000528,ACC00000718,-7808.98,USD,debit,Transfer Out - Checking,pending,2026-01-30 15:44:15,2026-02-02
TXN00000529,ACC00000695,7936.5,USD,credit,Interest Payment,pending,2026-01-31 15:44:15,2026-02-02
TXN00000530,ACC00000352,-1194.85,USD,debit,Wire Transfer Out,pending,2026-01-30 15:44:15,2026-01-31
TXN00000531,ACC00000203,4517.68,USD,credit,Deposit - Ref#40914,processing,2026-01-31 15:44:15,2026-02-01
TXN00000532,ACC00000224,-5369.74,USD,debit,Wire Transfer Out,pending,2026-01-30 15:44:15,2026-01-31
TXN00000533,ACC00001337,-7191.36,USD,debit,Rent Payment,processing,2026-01-31 15:44:15,2026-02-02
TXN00000534,ACC00000344,-4112.09,USD,debit,Transfer Out - Checking,processing,2026-01-30 15:44:15,2026-01-31
TXN00000535,ACC00000381,-5757.61,USD,debit,ACH Debit - Insurance,processing,2026-02-03 15:44:15,2026-02-04
TXN00000536,ACC00000619,190.79,USD,credit,ACH Credit - Refund,pending,2026-02-01 15:44:15,2026-02-02
TXN00000537,ACC00000365,-5787.89,USD,debit,Mortgage Payment,pending,2026-02-03 15:44:15,2026-02-05
TXN00000538,ACC00000284,-524.94,USD,debit,Online Purchase,processing,2026-02-01 15:44:15,2026-02-04
TXN00000539,ACC00001150,-298.91,USD,debit,Rent Payment,pending,2026-02-04 15:44:15,2026-02-05
TXN00000540,ACC00000054,6376.35,USD,credit,Deposit - Ref#96288,processing,2026-02-01 15:44:15,2026-02-03
TXN00000541,ACC00001282,-3726.52,USD,debit,Wire Transfer Out,processing,2026-02-03 15:44:15,2026-02-06
TXN00000542,ACC00000695,141.62,USD,credit,Direct Deposit - Payroll,processing,2026-02-02 15:44:15,2026-02-04
TXN00000543,ACC00000269,-5746.71,USD,debit,Rent Payment,pending,2026-02-01 15:44:15,2026-02-03
TXN00000544,ACC00000124,5401.19,USD,credit,Cashback Reward,processing,2026-02-04 15:44:15,2026-02-05
TXN00000545,ACC00000075,1080.3,USD,credit,ACH Credit - Refund,pending,2026-01-31 15:44:15,2026-02-01
TXN00000546,ACC00001444,1651.36,USD,credit,Interest Payment,pending,2026-02-04 15:44:15,2026-02-06
TXN00000547,ACC00000089,-7151.26,USD,debit,Rent Payment,processing,2026-01-31 15:44:15,2026-02-01
TXN00000548,ACC00000309,-1489.03,USD,debit,Payment - Ref#96039,processing,2026-02-03 15:44:15,2026-02-04
TXN00000549,ACC00000486,-1957.07,USD,debit,ACH Debit - Insurance,pending,2026-02-02 15:44:15,2026-02-05
TXN00000550,ACC00000148,-832.05,USD,debit,Subscription Payment,processing,2026-01-31 15:44:15,2026-02-01
